t	1	2	jV0100	
0.58	-0.963507	9.63604e-05	-9.63604e-05	
0.581	-0.9745	9.74598e-05	-9.74598e-05	
0.582	-0.985455	9.85553e-05	-9.85553e-05	
0.583	-0.99637	9.9647e-05	-9.9647e-05	
0.584	-1.00725	0.000100735	-0.000100735	
0.585	-1.01808	0.000101818	-0.000101818	
0.586	-1.02888	0.000102898	-0.000102898	
0.587	-1.03963	0.000103974	-0.000103974	
0.588	-1.05035	0.000105045	-0.000105045	
0.589	-1.06102	0.000106113	-0.000106113	
0.59	-1.07165	0.000107176	-0.000107176	
0.591	-1.08224	0.000108235	-0.000108235	
0.592	-1.09279	0.00010929	-0.00010929	
0.593	-1.10329	0.00011034	-0.00011034	
0.594	-1.11375	0.000111386	-0.000111386	
0.595	-1.12417	0.000112428	-0.000112428	
0.596	-1.13454	0.000113465	-0.000113465	
0.597	-1.14486	0.000114498	-0.000114498	
0.598	-1.15515	0.000115526	-0.000115526	
0.599	-1.16538	0.00011655	-0.00011655	
0.6	-1.17557	0.000117569	-0.000117569	
0.601	-1.18571	0.000118583	-0.000118583	
0.602	-1.19581	0.000119593	-0.000119593	
0.603	-1.20586	0.000120598	-0.000120598	
0.604	-1.21586	0.000121598	-0.000121598	
0.605	-1.22581	0.000122594	-0.000122594	
0.606	-1.23572	0.000123584	-0.000123584	
0.607	-1.24558	0.00012457	-0.00012457	
0.608	-1.25538	0.000125551	-0.000125551	
0.609	-1.26514	0.000126527	-0.000126527	
0.61	-1.27485	0.000127498	-0.000127498	
0.611	-1.28451	0.000128463	-0.000128463	
0.612	-1.29411	0.000129424	-0.000129424	
0.613	-1.30367	0.00013038	-0.00013038	
0.614	-1.31317	0.00013133	-0.00013133	
0.615	-1.32262	0.000132276	-0.000132276	
0.616	-1.33202	0.000133216	-0.000133216	
0.617	-1.34137	0.000134151	-0.000134151	
0.618	-1.35067	0.00013508	-0.00013508	
0.619	-1.35991	0.000136004	-0.000136004	
0.62	-1.36909	0.000136923	-0.000136923	
0.621	-1.37823	0.000137837	-0.000137837	
0.622	-1.38731	0.000138745	-0.000138745	
0.623	-1.39633	0.000139647	-0.000139647	
0.624	-1.4053	0.000140544	-0.000140544	
0.625	-1.41421	0.000141435	-0.000141435	
0.626	-1.42307	0.000142321	-0.000142321	
0.627	-1.43187	0.000143202	-0.000143202	
0.628	-1.44062	0.000144076	-0.000144076	
0.629	-1.44931	0.000144945	-0.000144945	
0.63	-1.45794	0.000145808	-0.000145808	
0.631	-1.46651	0.000146666	-0.000146666	
0.632	-1.47503	0.000147517	-0.000147517	
0.633	-1.48348	0.000148363	-0.000148363	
0.634	-1.49188	0.000149203	-0.000149203	
0.635	-1.50022	0.000150037	-0.000150037	
0.636	-1.5085	0.000150865	-0.000150865	
0.637	-1.51672	0.000151688	-0.000151688	
0.638	-1.52489	0.000152504	-0.000152504	
0.639	-1.53299	0.000153314	-0.000153314	
0.64	-1.54103	0.000154118	-0.000154118	
0.641	-1.54901	0.000154916	-0.000154916	
0.642	-1.55692	0.000155708	-0.000155708	
0.643	-1.56478	0.000156494	-0.000156494	
0.644	-1.57258	0.000157273	-0.000157273	
0.645	-1.58031	0.000158047	-0.000158047	
0.646	-1.58798	0.000158814	-0.000158814	
0.647	-1.59559	0.000159575	-0.000159575	
0.648	-1.60313	0.000160329	-0.000160329	
0.649	-1.61062	0.000161078	-0.000161078	
0.65	-1.61803	0.00016182	-0.00016182	
0.651	-1.62539	0.000162555	-0.000162555	
0.652	-1.63268	0.000163284	-0.000163284	
0.653	-1.6399	0.000164007	-0.000164007	
0.654	-1.64707	0.000164723	-0.000164723	
0.655	-1.65416	0.000165433	-0.000165433	
0.656	-1.66119	0.000166136	-0.000166136	
0.657	-1.66816	0.000166832	-0.000166832	
0.658	-1.67506	0.000167522	-0.000167522	
0.659	-1.68189	0.000168206	-0.000168206	
0.66	-1.68866	0.000168882	-0.000168882	
0.661	-1.69536	0.000169553	-0.000169553	
0.662	-1.70199	0.000170216	-0.000170216	
0.663	-1.70855	0.000170873	-0.000170873	
0.664	-1.71505	0.000171522	-0.000171522	
0.665	-1.72148	0.000172166	-0.000172166	
0.666	-1.72785	0.000172802	-0.000172802	
0.667	-1.73414	0.000173431	-0.000173431	
0.668	-1.74037	0.000174054	-0.000174054	
0.669	-1.74652	0.00017467	-0.00017467	
0.67	-1.75261	0.000175279	-0.000175279	
0.671	-1.75863	0.000175881	-0.000175881	
0.672	-1.76458	0.000176476	-0.000176476	
0.673	-1.77046	0.000177064	-0.000177064	
0.674	-1.77627	0.000177645	-0.000177645	
0.675	-1.78201	0.000178219	-0.000178219	
0.676	-1.78768	0.000178786	-0.000178786	
0.677	-1.79328	0.000179346	-0.000179346	
0.678	-1.79881	0.000179899	-0.000179899	
0.679	-1.80427	0.000180445	-0.000180445	
0.68	-1.80965	0.000180984	-0.000180984	
0.681	-1.81497	0.000181515	-0.000181515	
0.682	-1.82021	0.000182039	-0.000182039	
0.683	-1.82538	0.000182557	-0.000182557	
0.684	-1.83048	0.000183067	-0.000183067	
0.685	-1.83551	0.000183569	-0.000183569	
0.686	-1.84046	0.000184065	-0.000184065	
0.687	-1.84535	0.000184553	-0.000184553	
0.688	-1.85015	0.000185034	-0.000185034	
0.689	-1.85489	0.000185508	-0.000185508	
0.69	-1.85955	0.000185974	-0.000185974	
0.691	-1.86414	0.000186433	-0.000186433	
0.692	-1.86866	0.000186884	-0.000186884	
0.693	-1.8731	0.000187329	-0.000187329	
0.694	-1.87747	0.000187766	-0.000187766	
0.695	-1.88176	0.000188195	-0.000188195	
0.696	-1.88598	0.000188617	-0.000188617	
0.697	-1.89013	0.000189032	-0.000189032	
0.698	-1.8942	0.000189439	-0.000189439	
0.699	-1.89819	0.000189838	-0.000189838	
0.7	-1.90211	0.00019023	-0.00019023	
0.701	-1.90596	0.000190615	-0.000190615	
0.702	-1.90973	0.000190992	-0.000190992	
0.703	-1.91342	0.000191362	-0.000191362	
0.704	-1.91704	0.000191724	-0.000191724	
0.705	-1.92059	0.000192078	-0.000192078	
0.706	-1.92406	0.000192425	-0.000192425	
0.707	-1.92745	0.000192764	-0.000192764	
0.708	-1.93076	0.000193096	-0.000193096	
0.709	-1.934	0.00019342	-0.00019342	
0.71	-1.93717	0.000193736	-0.000193736	
0.711	-1.94025	0.000194045	-0.000194045	
0.712	-1.94326	0.000194346	-0.000194346	
0.713	-1.9462	0.000194639	-0.000194639	
0.714	-1.94905	0.000194925	-0.000194925	
0.715	-1.95183	0.000195203	-0.000195203	
0.716	-1.95454	0.000195473	-0.000195473	
0.717	-1.95716	0.000195736	-0.000195736	
0.718	-1.95971	0.000195991	-0.000195991	
0.719	-1.96218	0.000196238	-0.000196238	
0.72	-1.96457	0.000196477	-0.000196477	
0.721	-1.96689	0.000196709	-0.000196709	
0.722	-1.96913	0.000196933	-0.000196933	
0.723	-1.97129	0.000197149	-0.000197149	
0.724	-1.97337	0.000197357	-0.000197357	
0.725	-1.97538	0.000197557	-0.000197557	
0.726	-1.9773	0.00019775	-0.00019775	
0.727	-1.97915	0.000197935	-0.000197935	
0.728	-1.98092	0.000198112	-0.000198112	
0.729	-1.98262	0.000198281	-0.000198281	
0.73	-1.98423	0.000198443	-0.000198443	
0.731	-1.98577	0.000198596	-0.000198596	
0.732	-1.98722	0.000198742	-0.000198742	
0.733	-1.9886	0.00019888	-0.00019888	
0.734	-1.9899	0.00019901	-0.00019901	
0.735	-1.99112	0.000199132	-0.000199132	
0.736	-1.99227	0.000199247	-0.000199247	
0.737	-1.99333	0.000199353	-0.000199353	
0.738	-1.99432	0.000199452	-0.000199452	
0.739	-1.99523	0.000199542	-0.000199542	
0.74	-1.99605	0.000199625	-0.000199625	
0.741	-1.9968	0.0001997	-0.0001997	
0.742	-1.99747	0.000199767	-0.000199767	
0.743	-1.99807	0.000199827	-0.000199827	
0.744	-1.99858	0.000199878	-0.000199878	
0.745	-1.99901	0.000199921	-0.000199921	
0.746	-1.99937	0.000199957	-0.000199957	
0.747	-1.99964	0.000199984	-0.000199984	
0.748	-1.99984	0.000200004	-0.000200004	
0.749	-1.99996	0.000200016	-0.000200016	
0.75	-2	0.00020002	-0.00020002	
0.751	-1.99996	0.000200016	-0.000200016	
0.752	-1.99984	0.000200004	-0.000200004	
0.753	-1.99964	0.000199984	-0.000199984	
0.754	-1.99937	0.000199957	-0.000199957	
0.755	-1.99901	0.000199921	-0.000199921	
0.756	-1.99858	0.000199878	-0.000199878	
0.757	-1.99807	0.000199827	-0.000199827	
0.758	-1.99747	0.000199767	-0.000199767	
0.759	-1.9968	0.0001997	-0.0001997	
0.76	-1.99605	0.000199625	-0.000199625	
0.761	-1.99523	0.000199542	-0.000199542	
0.762	-1.99432	0.000199452	-0.000199452	
0.763	-1.99333	0.000199353	-0.000199353	
0.764	-1.99227	0.000199247	-0.000199247	
0.765	-1.99112	0.000199132	-0.000199132	
0.766	-1.9899	0.00019901	-0.00019901	
0.767	-1.9886	0.00019888	-0.00019888	
0.768	-1.98722	0.000198742	-0.000198742	
0.769	-1.98577	0.000198596	-0.000198596	
0.77	-1.98423	0.000198443	-0.000198443	
0.771	-1.98262	0.000198281	-0.000198281	
0.772	-1.98092	0.000198112	-0.000198112	
0.773	-1.97915	0.000197935	-0.000197935	
0.774	-1.9773	0.00019775	-0.00019775	
0.775	-1.97538	0.000197557	-0.000197557	
0.776	-1.97337	0.000197357	-0.000197357	
0.777	-1.97129	0.000197149	-0.000197149	
0.778	-1.96913	0.000196933	-0.000196933	
0.779	-1.96689	0.000196709	-0.000196709	
0.78	-1.96457	0.000196477	-0.000196477	
0.781	-1.96218	0.000196238	-0.000196238	
0.782	-1.95971	0.000195991	-0.000195991	
0.783	-1.95716	0.000195736	-0.000195736	
0.784	-1.95454	0.000195473	-0.000195473	
0.785	-1.95183	0.000195203	-0.000195203	
0.786	-1.94905	0.000194925	-0.000194925	
0.787	-1.9462	0.000194639	-0.000194639	
0.788	-1.94326	0.000194346	-0.000194346	
0.789	-1.94025	0.000194045	-0.000194045	
0.79	-1.93717	0.000193736	-0.000193736	
0.791	-1.934	0.00019342	-0.00019342	
0.792	-1.93076	0.000193096	-0.000193096	
0.793	-1.92745	0.000192764	-0.000192764	
0.794	-1.92406	0.000192425	-0.000192425	
0.795	-1.92059	0.000192078	-0.000192078	
0.796	-1.91704	0.000191724	-0.000191724	
0.797	-1.91342	0.000191362	-0.000191362	
0.798	-1.90973	0.000190992	-0.000190992	
0.799	-1.90596	0.000190615	-0.000190615	
0.8	-1.90211	0.00019023	-0.00019023	
0.801	-1.89819	0.000189838	-0.000189838	
0.802	-1.8942	0.000189439	-0.000189439	
0.803	-1.89013	0.000189032	-0.000189032	
0.804	-1.88598	0.000188617	-0.000188617	
0.805	-1.88176	0.000188195	-0.000188195	
0.806	-1.87747	0.000187766	-0.000187766	
0.807	-1.8731	0.000187329	-0.000187329	
0.808	-1.86866	0.000186884	-0.000186884	
0.809	-1.86414	0.000186433	-0.000186433	
0.81	-1.85955	0.000185974	-0.000185974	
0.811	-1.85489	0.000185508	-0.000185508	
0.812	-1.85015	0.000185034	-0.000185034	
0.813	-1.84535	0.000184553	-0.000184553	
0.814	-1.84046	0.000184065	-0.000184065	
0.815	-1.83551	0.000183569	-0.000183569	
0.816	-1.83048	0.000183067	-0.000183067	
0.817	-1.82538	0.000182557	-0.000182557	
0.818	-1.82021	0.000182039	-0.000182039	
0.819	-1.81497	0.000181515	-0.000181515	
0.82	-1.80965	0.000180984	-0.000180984	
0.821	-1.80427	0.000180445	-0.000180445	
0.822	-1.79881	0.000179899	-0.000179899	
0.823	-1.79328	0.000179346	-0.000179346	
0.824	-1.78768	0.000178786	-0.000178786	
0.825	-1.78201	0.000178219	-0.000178219	
0.826	-1.77627	0.000177645	-0.000177645	
0.827	-1.77046	0.000177064	-0.000177064	
0.828	-1.76458	0.000176476	-0.000176476	
0.829	-1.75863	0.000175881	-0.000175881	
0.83	-1.75261	0.000175279	-0.000175279	
0.831	-1.74652	0.00017467	-0.00017467	
0.832	-1.74037	0.000174054	-0.000174054	
0.833	-1.73414	0.000173431	-0.000173431	
0.834	-1.72785	0.000172802	-0.000172802	
0.835	-1.72148	0.000172166	-0.000172166	
0.836	-1.71505	0.000171522	-0.000171522	
0.837	-1.70855	0.000170873	-0.000170873	
0.838	-1.70199	0.000170216	-0.000170216	
0.839	-1.69536	0.000169553	-0.000169553	
0.84	-1.68866	0.000168882	-0.000168882	
0.841	-1.68189	0.000168206	-0.000168206	
0.842	-1.67506	0.000167522	-0.000167522	
0.843	-1.66816	0.000166832	-0.000166832	
0.844	-1.66119	0.000166136	-0.000166136	
0.845	-1.65416	0.000165433	-0.000165433	
0.846	-1.64707	0.000164723	-0.000164723	
0.847	-1.6399	0.000164007	-0.000164007	
0.848	-1.63268	0.000163284	-0.000163284	
0.849	-1.62539	0.000162555	-0.000162555	
0.85	-1.61803	0.00016182	-0.00016182	
0.851	-1.61062	0.000161078	-0.000161078	
0.852	-1.60313	0.000160329	-0.000160329	
0.853	-1.59559	0.000159575	-0.000159575	
0.854	-1.58798	0.000158814	-0.000158814	
0.855	-1.58031	0.000158047	-0.000158047	
0.856	-1.57258	0.000157273	-0.000157273	
0.857	-1.56478	0.000156494	-0.000156494	
0.858	-1.55692	0.000155708	-0.000155708	
0.859	-1.54901	0.000154916	-0.000154916	
0.86	-1.54103	0.000154118	-0.000154118	
0.861	-1.53299	0.000153314	-0.000153314	
0.862	-1.52489	0.000152504	-0.000152504	
0.863	-1.51672	0.000151688	-0.000151688	
0.864	-1.5085	0.000150865	-0.000150865	
0.865	-1.50022	0.000150037	-0.000150037	
0.866	-1.49188	0.000149203	-0.000149203	
0.867	-1.48348	0.000148363	-0.000148363	
0.868	-1.47503	0.000147517	-0.000147517	
0.869	-1.46651	0.000146666	-0.000146666	
0.87	-1.45794	0.000145808	-0.000145808	
0.871	-1.44931	0.000144945	-0.000144945	
0.872	-1.44062	0.000144076	-0.000144076	
0.873	-1.43187	0.000143202	-0.000143202	
0.874	-1.42307	0.000142321	-0.000142321	
0.875	-1.41421	0.000141435	-0.000141435	
0.876	-1.4053	0.000140544	-0.000140544	
0.877	-1.39633	0.000139647	-0.000139647	
0.878	-1.38731	0.000138745	-0.000138745	
0.879	-1.37823	0.000137837	-0.000137837	
0.88	-1.36909	0.000136923	-0.000136923	
0.881	-1.35991	0.000136004	-0.000136004	
0.882	-1.35067	0.00013508	-0.00013508	
0.883	-1.34137	0.000134151	-0.000134151	
0.884	-1.33202	0.000133216	-0.000133216	
0.885	-1.32262	0.000132276	-0.000132276	
0.886	-1.31317	0.00013133	-0.00013133	
0.887	-1.30367	0.00013038	-0.00013038	
0.888	-1.29411	0.000129424	-0.000129424	
0.889	-1.28451	0.000128463	-0.000128463	
0.89	-1.27485	0.000127498	-0.000127498	
0.891	-1.26514	0.000126527	-0.000126527	
0.892	-1.25538	0.000125551	-0.000125551	
0.893	-1.24558	0.00012457	-0.00012457	
0.894	-1.23572	0.000123584	-0.000123584	
0.895	-1.22581	0.000122594	-0.000122594	
0.896	-1.21586	0.000121598	-0.000121598	
0.897	-1.20586	0.000120598	-0.000120598	
0.898	-1.19581	0.000119593	-0.000119593	
0.899	-1.18571	0.000118583	-0.000118583	
0.9	-1.17557	0.000117569	-0.000117569	
0.901	-1.16538	0.00011655	-0.00011655	
0.902	-1.15515	0.000115526	-0.000115526	
0.903	-1.14486	0.000114498	-0.000114498	
0.904	-1.13454	0.000113465	-0.000113465	
0.905	-1.12417	0.000112428	-0.000112428	
0.906	-1.11375	0.000111386	-0.000111386	
0.907	-1.10329	0.00011034	-0.00011034	
0.908	-1.09279	0.00010929	-0.00010929	
0.909	-1.08224	0.000108235	-0.000108235	
0.91	-1.07165	0.000107176	-0.000107176	
0.911	-1.06102	0.000106113	-0.000106113	
0.912	-1.05035	0.000105045	-0.000105045	
0.913	-1.03963	0.000103974	-0.000103974	
0.914	-1.02888	0.000102898	-0.000102898	
0.915	-1.01808	0.000101818	-0.000101818	
0.916	-1.00725	0.000100735	-0.000100735	
0.917	-0.99637	9.9647e-05	-9.9647e-05	
0.918	-0.985455	9.85553e-05	-9.85553e-05	
0.919	-0.9745	9.74598e-05	-9.74598e-05	
0.92	-0.963507	9.63604e-05	-9.63604e-05	
0.921	-0.952476	9.52572e-05	-9.52572e-05	
0.922	-0.941408	9.41502e-05	-9.41502e-05	
0.923	-0.930302	9.30395e-05	-9.30395e-05	
0.924	-0.91916	9.19252e-05	-9.19252e-05	
0.925	-0.907981	9.08072e-05	-9.08072e-05	
0.926	-0.896766	8.96856e-05	-8.96856e-05	
0.927	-0.885516	8.85605e-05	-8.85605e-05	
0.928	-0.874232	8.74319e-05	-8.74319e-05	
0.929	-0.862912	8.62998e-05	-8.62998e-05	
0.93	-0.851559	8.51644e-05	-8.51644e-05	
0.931	-0.840171	8.40255e-05	-8.40255e-05	
0.932	-0.828751	8.28834e-05	-8.28834e-05	
0.933	-0.817298	8.1738e-05	-8.1738e-05	
0.934	-0.805813	8.05893e-05	-8.05893e-05	
0.935	-0.794296	7.94375e-05	-7.94375e-05	
0.936	-0.782747	7.82826e-05	-7.82826e-05	
0.937	-0.771168	7.71245e-05	-7.71245e-05	
0.938	-0.759558	7.59634e-05	-7.59634e-05	
0.939	-0.747918	7.47993e-05	-7.47993e-05	
0.94	-0.736249	7.36323e-05	-7.36323e-05	
0.941	-0.724551	7.24623e-05	-7.24623e-05	
0.942	-0.712824	7.12895e-05	-7.12895e-05	
0.943	-0.701069	7.01139e-05	-7.01139e-05	
0.944	-0.689286	6.89355e-05	-6.89355e-05	
0.945	-0.677476	6.77544e-05	-6.77544e-05	
0.946	-0.665639	6.65706e-05	-6.65706e-05	
0.947	-0.653776	6.53841e-05	-6.53841e-05	
0.948	-0.641887	6.41951e-05	-6.41951e-05	
0.949	-0.629973	6.30036e-05	-6.30036e-05	
0.95	-0.618034	6.18096e-05	-6.18096e-05	
0.951	-0.606071	6.06131e-05	-6.06131e-05	
0.952	-0.594083	5.94143e-05	-5.94143e-05	
0.953	-0.582072	5.82131e-05	-5.82131e-05	
0.954	-0.570039	5.70096e-05	-5.70096e-05	
0.955	-0.557982	5.58038e-05	-5.58038e-05	
0.956	-0.545904	5.45958e-05	-5.45958e-05	
0.957	-0.533804	5.33857e-05	-5.33857e-05	
0.958	-0.521683	5.21735e-05	-5.21735e-05	
0.959	-0.509541	5.09592e-05	-5.09592e-05	
0.96	-0.49738	4.9743e-05	-4.9743e-05	
0.961	-0.485198	4.85247e-05	-4.85247e-05	
0.962	-0.472998	4.73045e-05	-4.73045e-05	
0.963	-0.460779	4.60825e-05	-4.60825e-05	
0.964	-0.448542	4.48586e-05	-4.48586e-05	
0.965	-0.436286	4.3633e-05	-4.3633e-05	
0.966	-0.424014	4.24057e-05	-4.24057e-05	
0.967	-0.411725	4.11766e-05	-4.11766e-05	
0.968	-0.39942	3.9946e-05	-3.9946e-05	
0.969	-0.387099	3.87138e-05	-3.87138e-05	
0.97	-0.374763	3.748e-05	-3.748e-05	
0.971	-0.362412	3.62448e-05	-3.62448e-05	
0.972	-0.350046	3.50081e-05	-3.50081e-05	
0.973	-0.337667	3.37701e-05	-3.37701e-05	
0.974	-0.325274	3.25307e-05	-3.25307e-05	
0.975	-0.312869	3.129e-05	-3.129e-05	
0.976	-0.300451	3.00481e-05	-3.00481e-05	
0.977	-0.288022	2.8805e-05	-2.8805e-05	
0.978	-0.275581	2.75608e-05	-2.75608e-05	
0.979	-0.263129	2.63155e-05	-2.63155e-05	
0.98	-0.250666	2.50692e-05	-2.50692e-05	
0.981	-0.238194	2.38218e-05	-2.38218e-05	
0.982	-0.225713	2.25735e-05	-2.25735e-05	
0.983	-0.213222	2.13244e-05	-2.13244e-05	
0.984	-0.200723	2.00744e-05	-2.00744e-05	
0.985	-0.188217	1.88235e-05	-1.88235e-05	
0.986	-0.175702	1.7572e-05	-1.7572e-05	
0.987	-0.163181	1.63198e-05	-1.63198e-05	
0.988	-0.150654	1.50669e-05	-1.50669e-05	
0.989	-0.13812	1.38134e-05	-1.38134e-05	
0.99	-0.125581	1.25594e-05	-1.25594e-05	
0.991	-0.113037	1.13048e-05	-1.13048e-05	
0.992	-0.100489	1.00499e-05	-1.00499e-05	
0.993	-0.0879362	8.7945e-06	-8.7945e-06	
0.994	-0.0753804	7.53879e-06	-7.53879e-06	
0.995	-0.0628215	6.28278e-06	-6.28278e-06	
0.996	-0.0502602	5.02652e-06	-5.02652e-06	
0.997	-0.0376969	3.77006e-06	-3.77006e-06	
0.998	-0.0251321	2.51346e-06	-2.51346e-06	
0.999	-0.0125663	1.25675e-06	-1.25675e-06	
